cgi,latitude,longitude,azimuth,address,maincity,subcity,mcc,mnc,lac,cellid,type,circle,operator
40458733132483,22.77461,75.89017,,"Ind-251H_Nok_Khalsachowk_Tsp, Plot No- 1848 Sch No-114 Part-1 Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132491,22.75283,75.91775,,"Ind-260H_Nok_Saikripa_Tsp, 12-Radhikapalace, Mainmahalaxminagarroad, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132492,22.75283,75.91775,,"Ind-260H_Nok_Saikripa_Tsp, 12-Radhikapalace, Mainmahalaxminagarroad, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132493,22.75283,75.91775,,"Ind-260H_Nok_Saikripa_Tsp, 12-Radhikapalace, Mainmahalaxminagarroad, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132501,22.68363,75.9242,,"Ind-264H_Nok_Nemawarsq_Tsp, Mr.Bhupendrasingh, Plotno-206, Vyaparvikasparishad, Devguradia, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132502,22.68363,75.9242,,"Ind-264H_Nok_Nemawarsq_Tsp, Mr.Bhupendrasingh, Plotno-206, Vyaparvikasparishad, Devguradia, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132503,22.68363,75.9242,,"Ind-264H_Nok_Nemawarsq_Tsp, Mr.Bhupendrasingh, Plotno-206, Vyaparvikasparishad, Devguradia, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132511,22.80237,75.84641,,"Ind-240H_Nok_Sanverrd2_Tsp, Plotofmr.Komalyadav, Nearsaimscollege, Sanverroad, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132512,22.80237,75.84641,,"Ind-240H_Nok_Sanverrd2_Tsp, Plotofmr.Komalyadav, Nearsaimscollege, Sanverroad, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132513,22.80237,75.84641,,"Ind-240H_Nok_Sanverrd2_Tsp, Plotofmr.Komalyadav, Nearsaimscollege, Sanverroad, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132521,22.63752,75.88989,,"Ind-244H_Nok_Tejajinagar2_Tsp, Plotofmr.Baldevsingharora, Iucfarms, Anuradhanagar, Tejajisq., Khandwaroad, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132522,22.63752,75.88989,,"Ind-244H_Nok_Tejajinagar2_Tsp, Plotofmr.Baldevsingharora, Iucfarms, Anuradhanagar, Tejajisq., Khandwaroad, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132523,22.63752,75.88989,,"Ind-244H_Nok_Tejajinagar2_Tsp, Plotofmr.Baldevsingharora, Iucfarms, Anuradhanagar, Tejajisq., Khandwaroad, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132531,22.68359,75.82127,,"Ind-250H_Nok_Siddhipuram2_Tsp, Mr.Jayeshverma&Mr.Riteshvermas/Omr.Laxminarayanverma, 55, Vidhurnagar, Opp.-Hawabangla, Th.&Dist.-Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132532,22.68359,75.82127,,"Ind-250H_Nok_Siddhipuram2_Tsp, Mr.Jayeshverma&Mr.Riteshvermas/Omr.Laxminarayanverma, 55, Vidhurnagar, Opp.-Hawabangla, Th.&Dist.-Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132533,22.68359,75.82127,,"Ind-250H_Nok_Siddhipuram2_Tsp, Mr.Jayeshverma&Mr.Riteshvermas/Omr.Laxminarayanverma, 55, Vidhurnagar, Opp.-Hawabangla, Th.&Dist.-Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132541,22.69175,75.82245,,"Ind-258H_Nok_Sudamanagar5_Tsp, Smt.Sundarylalwaniw/Omurlilalwani, 705, Dwarkapuricolony, 60Ft.Roadlalwanipublicschool, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132542,22.69175,75.82245,,"Ind-258H_Nok_Sudamanagar5_Tsp, Smt.Sundarylalwaniw/Omurlilalwani, 705, Dwarkapuricolony, 60Ft.Roadlalwanipublicschool, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132543,22.69175,75.82245,,"Ind-258H_Nok_Sudamanagar5_Tsp, Smt.Sundarylalwaniw/Omurlilalwani, 705, Dwarkapuricolony, 60Ft.Roadlalwanipublicschool, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132551,22.66653,75.91472,,"Ind-254H_Nok_Naythamundla_Ip, Miss Anisha W/O Ahmad Noor, Vill - Naytha Mundla, Teha & Distt - Indore, Mp.",,,,,,,2g,Madhya Pradesh,BSNL
40458733132552,22.66653,75.91472,,"Ind-254H_Nok_Naythamundla_Ip, Miss Anisha W/O Ahmad Noor, Vill - Naytha Mundla, Teha & Distt - Indore, Mp.",,,,,,,2g,Madhya Pradesh,BSNL
40458733132553,22.66653,75.91472,,"Ind-254H_Nok_Naythamundla_Ip, Miss Anisha W/O Ahmad Noor, Vill - Naytha Mundla, Teha & Distt - Indore, Mp.",,,,,,,2g,Madhya Pradesh,BSNL
40458733132561,22.69415,75.90154,,"Ind-172F_Nok_Satyampark_Ip, Mr Yogesh Arora S/O Banarsilal Arora, 69-70 Satayam Park Oppsit Musakhedi Indore The & Dist Indore Mp",,,,,,,2g,Madhya Pradesh,BSNL
40458733132562,22.69415,75.90154,,"Ind-172F_Nok_Satyampark_Ip, Mr Yogesh Arora S/O Banarsilal Arora, 69-70 Satayam Park Oppsit Musakhedi Indore The & Dist Indore Mp",,,,,,,2g,Madhya Pradesh,BSNL
40458733132563,22.69415,75.90154,,"Ind-172F_Nok_Satyampark_Ip, Mr Yogesh Arora S/O Banarsilal Arora, 69-70 Satayam Park Oppsit Musakhedi Indore The & Dist Indore Mp",,,,,,,2g,Madhya Pradesh,BSNL
40458733132571,22.70504,75.90645,,"Ind-275H_Nok_Pipliyanha_Ip, Mr. Smt.Seema Gupta W/O.Mr.Krishna Gopal Gupta Gupta, 194-Fb, Scheme No 94, Ring Road, Pipliyahana Indore Mp 452015",,,,,,,2g,Madhya Pradesh,BSNL
40458733132572,22.70504,75.90645,,"Ind-275H_Nok_Pipliyanha_Ip, Mr. Smt.Seema Gupta W/O.Mr.Krishna Gopal Gupta Gupta, 194-Fb, Scheme No 94, Ring Road, Pipliyahana Indore Mp 452015",,,,,,,2g,Madhya Pradesh,BSNL
40458733132573,22.70504,75.90645,,"Ind-275H_Nok_Pipliyanha_Ip, Mr. Smt.Seema Gupta W/O.Mr.Krishna Gopal Gupta Gupta, 194-Fb, Scheme No 94, Ring Road, Pipliyahana Indore Mp 452015",,,,,,,2g,Madhya Pradesh,BSNL
40458733132581,22.7417,75.8142,,"Ind-268H_Nok_Bangardachhota_Ip, Yusuf Mohammed S/O, Niyaz Mohammed, Kh. No. 79/1, Ph No.6, Nr. Water Pump, Vill. Chhota Bangarda, Th. & Dist. Indore 45501",,,,,,,2g,Madhya Pradesh,BSNL
40458733132582,22.7417,75.8142,,"Ind-268H_Nok_Bangardachhota_Ip, Yusuf Mohammed S/O, Niyaz Mohammed, Kh. No. 79/1, Ph No.6, Nr. Water Pump, Vill. Chhota Bangarda, Th. & Dist. Indore 45501",,,,,,,2g,Madhya Pradesh,BSNL
40458733132583,22.7417,75.8142,,"Ind-268H_Nok_Bangardachhota_Ip, Yusuf Mohammed S/O, Niyaz Mohammed, Kh. No. 79/1, Ph No.6, Nr. Water Pump, Vill. Chhota Bangarda, Th. & Dist. Indore 45501",,,,,,,2g,Madhya Pradesh,BSNL
40458733132591,22.64552,75.83133,,"Ind-269H_Nok_Siliconcity_Ip, Mr. Manoj Sawaliya S/O, Mr. Hariram Ji Sawaliya, H. No. 107 A, Silicon City, Indore, Dist. Indore (Mp)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132592,22.64552,75.83133,,"Ind-269H_Nok_Siliconcity_Ip, Mr. Manoj Sawaliya S/O, Mr. Hariram Ji Sawaliya, H. No. 107 A, Silicon City, Indore, Dist. Indore (Mp)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132593,22.64552,75.83133,,"Ind-269H_Nok_Siliconcity_Ip, Mr. Manoj Sawaliya S/O, Mr. Hariram Ji Sawaliya, H. No. 107 A, Silicon City, Indore, Dist. Indore (Mp)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132601,22.666,75.8131,,"Ind-270H_Nok_Cat2_Ip, Mr. Ashok Kumar Goel, 4/3, Khasra No, Kukma Kheri, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132602,22.666,75.8131,,"Ind-270H_Nok_Cat2_Ip, Mr. Ashok Kumar Goel, 4/3, Khasra No, Kukma Kheri, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132603,22.666,75.8131,,"Ind-270H_Nok_Cat2_Ip, Mr. Ashok Kumar Goel, 4/3, Khasra No, Kukma Kheri, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132611,22.77411,75.84055,,"Ind-245H_Nok_Sanverrd3_Tsp, Mr.Deepakbhadkares/Omr.Dayaljibhadkare, Plotno.-138, 139&140, Sanwerroad, Behindchouthasansarpress, Vill.-Narval, Th.-Indore, Dist.-Indore(M.P.)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132612,22.77411,75.84055,,"Ind-245H_Nok_Sanverrd3_Tsp, Mr.Deepakbhadkares/Omr.Dayaljibhadkare, Plotno.-138, 139&140, Sanwerroad, Behindchouthasansarpress, Vill.-Narval, Th.-Indore, Dist.-Indore(M.P.)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132613,22.77411,75.84055,,"Ind-245H_Nok_Sanverrd3_Tsp, Mr.Deepakbhadkares/Omr.Dayaljibhadkare, Plotno.-138, 139&140, Sanwerroad, Behindchouthasansarpress, Vill.-Narval, Th.-Indore, Dist.-Indore(M.P.)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132621,22.75954,75.84888,,"Ind-246H_Nok_Bangangarlycrossing_Tsp, Mr.Champalalaryas/Oshankarlalarya, 113/2, Bangangathana, Plotno.-194, 195, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132622,22.75954,75.84888,,"Ind-246H_Nok_Bangangarlycrossing_Tsp, Mr.Champalalaryas/Oshankarlalarya, 113/2, Bangangathana, Plotno.-194, 195, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132623,22.75954,75.84888,,"Ind-246H_Nok_Bangangarlycrossing_Tsp, Mr.Champalalaryas/Oshankarlalarya, 113/2, Bangangathana, Plotno.-194, 195, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132631,22.68644,75.90878,,"Ind-501N_Nok_Paldanakaindustrialarea_Ip, Mr. Dinesh Ji Khandelwal S/O Mr. Girdhari Lal Ji Khandelwal, 356/2 Nemawer Road, Balaji Udhyog, Indore (M.P.)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132632,22.68644,75.90878,,"Ind-501N_Nok_Paldanakaindustrialarea_Ip, Mr. Dinesh Ji Khandelwal S/O Mr. Girdhari Lal Ji Khandelwal, 356/2 Nemawer Road, Balaji Udhyog, Indore (M.P.)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132633,22.68644,75.90878,,"Ind-501N_Nok_Paldanakaindustrialarea_Ip, Mr. Dinesh Ji Khandelwal S/O Mr. Girdhari Lal Ji Khandelwal, 356/2 Nemawer Road, Balaji Udhyog, Indore (M.P.)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132641,22.79918,75.9147,,"Ind-502N_Nok_Mangliyaindustrialarea_Ip, Atc Authorities (Mp/In/At/0398) Sitaram Agrawal S/O Chironji Lal Survey No 193, Village Talawali Chanda, Infront Of Lowrance School. Indore Mp",,,,,,,2g,Madhya Pradesh,BSNL
40458733132642,22.79918,75.9147,,"Ind-502N_Nok_Mangliyaindustrialarea_Ip, Atc Authorities (Mp/In/At/0398) Sitaram Agrawal S/O Chironji Lal Survey No 193, Village Talawali Chanda, Infront Of Lowrance School. Indore Mp",,,,,,,2g,Madhya Pradesh,BSNL
40458733132643,22.79918,75.9147,,"Ind-502N_Nok_Mangliyaindustrialarea_Ip, Atc Authorities (Mp/In/At/0398) Sitaram Agrawal S/O Chironji Lal Survey No 193, Village Talawali Chanda, Infront Of Lowrance School. Indore Mp",,,,,,,2g,Madhya Pradesh,BSNL
40458733132651,22.76859,75.91261,,"Ind-503N_Nok_Pipliyakumar_Ip, Viom Authorities (Mapqin0680) Mr. Kamal Choudhary, Vill. Piplya Kumar, Th. & Dist. Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132652,22.76859,75.91261,,"Ind-503N_Nok_Pipliyakumar_Ip, Viom Authorities (Mapqin0680) Mr. Kamal Choudhary, Vill. Piplya Kumar, Th. & Dist. Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132653,22.76859,75.91261,,"Ind-503N_Nok_Pipliyakumar_Ip, Viom Authorities (Mapqin0680) Mr. Kamal Choudhary, Vill. Piplya Kumar, Th. & Dist. Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132661,22.79797,75.89523,,"Ind-504N_Nok_Industown_Ip, Mr.Jagdish Lakhwani & Mr.Rajesh Lakhwani, Indus Green Town, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132662,22.79797,75.89523,,"Ind-504N_Nok_Industown_Ip, Mr.Jagdish Lakhwani & Mr.Rajesh Lakhwani, Indus Green Town, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132663,22.79797,75.89523,,"Ind-504N_Nok_Industown_Ip, Mr.Jagdish Lakhwani & Mr.Rajesh Lakhwani, Indus Green Town, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132671,22.72799,75.93006,,"Ind-505N_Nok_Nearsingarfactory_Ip, Anubhav Jain S/O Arvind Jain, Plot No 96, Tilak Nagar Extension, Sector A, In Front Of Kanadiya Thana, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132672,22.72799,75.93006,,"Ind-505N_Nok_Nearsingarfactory_Ip, Anubhav Jain S/O Arvind Jain, Plot No 96, Tilak Nagar Extension, Sector A, In Front Of Kanadiya Thana, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132673,22.72799,75.93006,,"Ind-505N_Nok_Nearsingarfactory_Ip, Anubhav Jain S/O Arvind Jain, Plot No 96, Tilak Nagar Extension, Sector A, In Front Of Kanadiya Thana, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132681,22.74191,75.92168,,"Ind-506N_Nok_Khajrana6-Tajngr_Ip, Md. Tanveer Khan 21/B, Roshan Nagar, Jhalaria Main Road, Khazrana 9644440809, 8435724048, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132682,22.74191,75.92168,,"Ind-506N_Nok_Khajrana6-Tajngr_Ip, Md. Tanveer Khan 21/B, Roshan Nagar, Jhalaria Main Road, Khazrana 9644440809, 8435724048, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132683,22.74191,75.92168,,"Ind-506N_Nok_Khajrana6-Tajngr_Ip, Md. Tanveer Khan 21/B, Roshan Nagar, Jhalaria Main Road, Khazrana 9644440809, 8435724048, Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132691,22.70148,75.91684,,"Ind-507N_Nok_Nragrawalschool_Ip, Mrs. Durgesh Pawar W/O, Mr. Vijay Singh Pawar, 620, Pushpraj, Nr. Agrawal Public School, Greater Brijeshwari, Indore, Th. & Indore (Mp), 452001",,,,,,,2g,Madhya Pradesh,BSNL
40458733132692,22.70148,75.91684,,"Ind-507N_Nok_Nragrawalschool_Ip, Mrs. Durgesh Pawar W/O, Mr. Vijay Singh Pawar, 620, Pushpraj, Nr. Agrawal Public School, Greater Brijeshwari, Indore, Th. & Indore (Mp), 452001",,,,,,,2g,Madhya Pradesh,BSNL
40458733132693,22.70148,75.91684,,"Ind-507N_Nok_Nragrawalschool_Ip, Mrs. Durgesh Pawar W/O, Mr. Vijay Singh Pawar, 620, Pushpraj, Nr. Agrawal Public School, Greater Brijeshwari, Indore, Th. & Indore (Mp), 452001",,,,,,,2g,Madhya Pradesh,BSNL
40458733132701,22.7848,75.8455,,"Ind-508N_Nok_Sanwerroad1_Ip, Mr.Bhagirathjimandlois/Omr.Kashir Indore (M.P)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132702,22.7848,75.8455,,"Ind-508N_Nok_Sanwerroad1_Ip, Mr.Bhagirathjimandlois/Omr.Kashir Indore (M.P)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132703,22.7848,75.8455,,"Ind-508N_Nok_Sanwerroad1_Ip, Mr.Bhagirathjimandlois/Omr.Kashir Indore (M.P)",,,,,,,2g,Madhya Pradesh,BSNL
40458733132711,22.67913,75.88101,,"Ind-509N_Nok_Kesharbag-Davv2_Ip, Kesharbagh Khasra No. 18/1/1/1, Hp. No. 26 Gram Palda, Behind Maharaja Ranjit Singh College, Khandwa Rd. Distt. Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132712,22.67913,75.88101,,"Ind-509N_Nok_Kesharbag-Davv2_Ip, Kesharbagh Khasra No. 18/1/1/1, Hp. No. 26 Gram Palda, Behind Maharaja Ranjit Singh College, Khandwa Rd. Distt. Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132713,22.67913,75.88101,,"Ind-509N_Nok_Kesharbag-Davv2_Ip, Kesharbagh Khasra No. 18/1/1/1, Hp. No. 26 Gram Palda, Behind Maharaja Ranjit Singh College, Khandwa Rd. Distt. Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132721,22.81605,75.92818,,"Ind-510N_Nok_Mangalia_Ip, Bhavani Singh Yadav, Khasra No 237/1, Ph No 26 Ab Road, Mangliya, Tehsil & Dist.Indore Pin 453771, Manglia",,,,,,,2g,Madhya Pradesh,BSNL
40458733132722,22.81605,75.92818,,"Ind-510N_Nok_Mangalia_Ip, Bhavani Singh Yadav, Khasra No 237/1, Ph No 26 Ab Road, Mangliya, Tehsil & Dist.Indore Pin 453771, Manglia",,,,,,,2g,Madhya Pradesh,BSNL
40458733132723,22.81605,75.92818,,"Ind-510N_Nok_Mangalia_Ip, Bhavani Singh Yadav, Khasra No 237/1, Ph No 26 Ab Road, Mangliya, Tehsil & Dist.Indore Pin 453771, Manglia",,,,,,,2g,Madhya Pradesh,BSNL
40458733132731,22.64085,75.80643,,"Ind-511N_Nok_Rangwasaroad_Ip, Smt. Nirmala Bai W/O Late. Misrilal Rathore, 13/140, Gurukul Colony ( Luniyapura ), Rangwasa Road Rao, Tehsil + Dist - Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132732,22.64085,75.80643,,"Ind-511N_Nok_Rangwasaroad_Ip, Smt. Nirmala Bai W/O Late. Misrilal Rathore, 13/140, Gurukul Colony ( Luniyapura ), Rangwasa Road Rao, Tehsil + Dist - Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132733,22.64085,75.80643,,"Ind-511N_Nok_Rangwasaroad_Ip, Smt. Nirmala Bai W/O Late. Misrilal Rathore, 13/140, Gurukul Colony ( Luniyapura ), Rangwasa Road Rao, Tehsil + Dist - Indore",,,,,,,2g,Madhya Pradesh,BSNL
40458733132741,22.78556,75.91174,,"Ind-512N_Nok_Dewasnakaindustiralarea_Ip, Mr. Dilip Kumar Agrawal (Huf), 80 Sr Compaund, Lasudiya Mori, Dewas Naka, Industiral Area Indore (Mp)-453771",,,,,,,2g,Madhya Pradesh,BSNL
40458733132742,22.78556,75.91174,,"Ind-512N_Nok_Dewasnakaindustiralarea_Ip, Mr. Dilip Kumar Agrawal (Huf), 80 Sr Compaund, Lasudiya Mori, Dewas Naka, Industiral Area Indore (Mp)-453771",,,,,,,2g,Madhya Pradesh,BSNL
40458733132743,22.78556,75.91174,,"Ind-512N_Nok_Dewasnakaindustiralarea_Ip, Mr. Dilip Kumar Agrawal (Huf), 80 Sr Compaund, Lasudiya Mori, Dewas Naka, Industiral Area Indore (Mp)-453771",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.72197,75.9174,,"Ind-513N_Nok_Vaibhavnagar2_Ip, Mr. Monika Gupta W/O, Mr. Sunil Gupta, 15 A Sayar Palace, Vaibhav Nagar, Indore, Th. & Dist. Indore (Mp)",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.72197,75.9174,,"Ind-513N_Nok_Vaibhavnagar2_Ip, Mr. Monika Gupta W/O, Mr. Sunil Gupta, 15 A Sayar Palace, Vaibhav Nagar, Indore, Th. & Dist. Indore (Mp)",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.72197,75.9174,,"Ind-513N_Nok_Vaibhavnagar2_Ip, Mr. Monika Gupta W/O, Mr. Sunil Gupta, 15 A Sayar Palace, Vaibhav Nagar, Indore, Th. & Dist. Indore (Mp)",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.70267,75.80405,,"Ind-514N_Nok_Ahmadnagar_Ip, Viom, Mapqin0211, Mr.Munsipatel, 91-Ahamadnagar, Grampanchayatbank, P.S.-Chandannagar, Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.70267,75.80405,,"Ind-514N_Nok_Ahmadnagar_Ip, Viom, Mapqin0211, Mr.Munsipatel, 91-Ahamadnagar, Grampanchayatbank, P.S.-Chandannagar, Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.70267,75.80405,,"Ind-514N_Nok_Ahmadnagar_Ip, Viom, Mapqin0211, Mr.Munsipatel, 91-Ahamadnagar, Grampanchayatbank, P.S.-Chandannagar, Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.62035,75.80535,,"Ind-515N_Nok_Rau-Medicaps_Ip, Rau Hill Club, Pigdambar Road, Rau, Dist. Indore, Mp",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.62035,75.80535,,"Ind-515N_Nok_Rau-Medicaps_Ip, Rau Hill Club, Pigdambar Road, Rau, Dist. Indore, Mp",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.62035,75.80535,,"Ind-515N_Nok_Rau-Medicaps_Ip, Rau Hill Club, Pigdambar Road, Rau, Dist. Indore, Mp",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.77525,75.81822,,"Ind-516N_Nok_Supercorridor_Ip, Mr. Chandar Singh S/O Mr. Behra Singh R/O 280/3, Mukharji Nagar Opp. Tiwari Complex Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.77525,75.81822,,"Ind-516N_Nok_Supercorridor_Ip, Mr. Chandar Singh S/O Mr. Behra Singh R/O 280/3, Mukharji Nagar Opp. Tiwari Complex Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.77525,75.81822,,"Ind-516N_Nok_Supercorridor_Ip, Mr. Chandar Singh S/O Mr. Behra Singh R/O 280/3, Mukharji Nagar Opp. Tiwari Complex Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.76482,75.82522,,"Ind-517N_Nok_Supercorridor2_Ip, Mr. Narendra Kumar Shukla, Son - Mr. Dharmendra Shukla Vill - Tigariya Badshah, Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.76482,75.82522,,"Ind-517N_Nok_Supercorridor2_Ip, Mr. Narendra Kumar Shukla, Son - Mr. Dharmendra Shukla Vill - Tigariya Badshah, Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.76482,75.82522,,"Ind-517N_Nok_Supercorridor2_Ip, Mr. Narendra Kumar Shukla, Son - Mr. Dharmendra Shukla Vill - Tigariya Badshah, Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.76058,75.85603,,"Ind-518N_Nok_Sukhliya2_Ip, Jayprakash Chhotelal Yadav & Pradeep Chhotelal Yadav, Survey No 275, Gram Sukhliyagramsanwer Road, Indore Mp 452015",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.76058,75.85603,,"Ind-518N_Nok_Sukhliya2_Ip, Jayprakash Chhotelal Yadav & Pradeep Chhotelal Yadav, Survey No 275, Gram Sukhliyagramsanwer Road, Indore Mp 452015",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.76058,75.85603,,"Ind-518N_Nok_Sukhliya2_Ip, Jayprakash Chhotelal Yadav & Pradeep Chhotelal Yadav, Survey No 275, Gram Sukhliyagramsanwer Road, Indore Mp 452015",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.53816,75.76289,,"Ind-522N_Nok_Mcte Cow_Mhow-4, Indian Army, Mcte, Mhow, District - Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.53816,75.76289,,"Ind-522N_Nok_Mcte Cow_Mhow-4, Indian Army, Mcte, Mhow, District - Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.53816,75.76289,,"Ind-522N_Nok_Mcte Cow_Mhow-4, Indian Army, Mcte, Mhow, District - Indore",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.56525,75.74925,,"Ind-523N_Nok_Shantinagar_Ip, Shri Gendalal Kh No 503, 504/1 503/1 Mg Road Shanti Nagar Dhar Naka Mhow Distt. Indore-453441",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.56525,75.74925,,"Ind-523N_Nok_Shantinagar_Ip, Shri Gendalal Kh No 503, 504/1 503/1 Mg Road Shanti Nagar Dhar Naka Mhow Distt. Indore-453441",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.56525,75.74925,,"Ind-523N_Nok_Shantinagar_Ip, Shri Gendalal Kh No 503, 504/1 503/1 Mg Road Shanti Nagar Dhar Naka Mhow Distt. Indore-453441",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.52792,75.74982,,"Ind-524N_Nok_Khadacolony_Ip, Mr. Hifzur Rehman Qureshi S/O Me. M.R. Qureshi, Khasra No. 68/2, Ph. No. 20, Vill - Gangliya Khedi, Tehsil - Mhow, Dist - Indore Pin 453441",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.52792,75.74982,,"Ind-524N_Nok_Khadacolony_Ip, Mr. Hifzur Rehman Qureshi S/O Me. M.R. Qureshi, Khasra No. 68/2, Ph. No. 20, Vill - Gangliya Khedi, Tehsil - Mhow, Dist - Indore Pin 453441",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.52792,75.74982,,"Ind-524N_Nok_Khadacolony_Ip, Mr. Hifzur Rehman Qureshi S/O Me. M.R. Qureshi, Khasra No. 68/2, Ph. No. 20, Vill - Gangliya Khedi, Tehsil - Mhow, Dist - Indore Pin 453441",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.94818,75.67249,,"Ind-527N_Nok_Khalkhala_Ip, Mr. Chandra Prakash S/O Motilal, Kh.No.-1230, P.H.No.-37, Vill.-Khalkhla, Th.-Sanwer, Dist.-Indore, Khalkhala-Sanwer",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.94818,75.67249,,"Ind-527N_Nok_Khalkhala_Ip, Mr. Chandra Prakash S/O Motilal, Kh.No.-1230, P.H.No.-37, Vill.-Khalkhla, Th.-Sanwer, Dist.-Indore, Khalkhala-Sanwer",,,,,,,2g,Madhya Pradesh,BSNL
4.05E+13,22.94818,75.67249,,"Ind-527N_Nok_Khalkhala_Ip, Mr. Chandra Prakash S/O Motilal, Kh.No.-1230, P.H.No.-37, Vill.-Khalkhla, Th.-Sanwer, Dist.-Indore, Khalkhala-Sanwer",,,,,,,2g,Madhya Pradesh,BSNL
